carrier,flight,origin,dest,name
YV,2751,LGA,CLT,Mesa Airlines Inc.
UA,1244,EWR,SJU,United Air Lines Inc.
EV,4171,EWR,MSN,ExpressJet Airlines Inc.
DL,434,JFK,SFO,Delta Air Lines Inc.
AA,1131,LGA,DFW,American Airlines Inc.
US,1714,LGA,PHL,US Airways Inc.
UA,1022,EWR,IAH,United Air Lines Inc.
UA,1682,EWR,FLL,United Air Lines Inc.
DL,1773,JFK,SLC,Delta Air Lines Inc.
DL,1947,LGA,ATL,Delta Air Lines Inc.
UA,733,LGA,DEN,United Air Lines Inc.
B6,525,EWR,MCO,JetBlue Airways
UA,987,EWR,LAX,United Air Lines Inc.
B6,925,JFK,TPA,JetBlue Airways
EV,4129,EWR,DCA,ExpressJet Airlines Inc.
EV,5091,LGA,PIT,ExpressJet Airlines Inc.
9E,4115,JFK,IAD,Endeavor Air Inc.
YV,2885,LGA,CLT,Mesa Airlines Inc.
MQ,4582,LGA,CLT,Envoy Air
WN,64,EWR,HOU,Southwest Airlines Co.
EV,3825,EWR,GSP,ExpressJet Airlines Inc.
UA,1042,EWR,ORD,United Air Lines Inc.
DL,1647,LGA,ATL,Delta Air Lines Inc.
MQ,4431,LGA,RDU,Envoy Air
UA,1524,EWR,MIA,United Air Lines Inc.
DL,1743,JFK,ATL,Delta Air Lines Inc.
UA,331,LGA,ORD,United Air Lines Inc.
EV,5181,EWR,ATL,ExpressJet Airlines Inc.
EV,4152,EWR,ATL,ExpressJet Airlines Inc.
EV,4233,EWR,BTV,ExpressJet Airlines Inc.
EV,5948,EWR,ALB,ExpressJet Airlines Inc.
AA,1467,LGA,MIA,American Airlines Inc.
AA,1143,LGA,DFW,American Airlines Inc.
B6,1307,JFK,IAD,JetBlue Airways
AA,1121,LGA,DFW,American Airlines Inc.
US,2144,LGA,BOS,US Airways Inc.
EV,4567,EWR,MCI,ExpressJet Airlines Inc.
MQ,3565,LGA,CLT,Envoy Air
9E,4033,LGA,TYS,Endeavor Air Inc.
US,409,EWR,CLT,US Airways Inc.
AA,59,JFK,SFO,American Airlines Inc.
WN,491,LGA,MDW,Southwest Airlines Co.
UA,1587,EWR,RSW,United Air Lines Inc.
UA,328,EWR,BOS,United Air Lines Inc.
DL,2043,JFK,ATL,Delta Air Lines Inc.
B6,525,JFK,TPA,JetBlue Airways
EV,5463,LGA,BNA,ExpressJet Airlines Inc.
AA,179,JFK,SFO,American Airlines Inc.
UA,1542,LGA,CLE,United Air Lines Inc.
WN,1791,EWR,STL,Southwest Airlines Co.
UA,687,LGA,ORD,United Air Lines Inc.
EV,4885,LGA,ILM,ExpressJet Airlines Inc.
B6,745,JFK,PSE,JetBlue Airways
DL,1275,JFK,SLC,Delta Air Lines Inc.
UA,1668,EWR,SFO,United Air Lines Inc.
DL,926,EWR,ATL,Delta Air Lines Inc.
WN,389,LGA,MDW,Southwest Airlines Co.
B6,1018,JFK,BOS,JetBlue Airways
EV,3829,EWR,IAD,ExpressJet Airlines Inc.
EV,4453,EWR,MCI,ExpressJet Airlines Inc.
DL,1902,LGA,PBI,Delta Air Lines Inc.
UA,1078,EWR,SAT,United Air Lines Inc.
MQ,3461,LGA,BNA,Envoy Air
UA,236,EWR,BOS,United Air Lines Inc.
UA,217,EWR,SEA,United Air Lines Inc.
EV,4092,EWR,DAY,ExpressJet Airlines Inc.
B6,586,JFK,ROC,JetBlue Airways
UA,314,EWR,FLL,United Air Lines Inc.
US,1857,LGA,CLT,US Airways Inc.
UA,752,EWR,LAX,United Air Lines Inc.
B6,611,JFK,JAX,JetBlue Airways
DL,2219,LGA,MSP,Delta Air Lines Inc.
MQ,3363,JFK,RDU,Envoy Air
UA,1139,EWR,ORD,United Air Lines Inc.
EV,3257,EWR,JAX,ExpressJet Airlines Inc.
AA,1855,LGA,STL,American Airlines Inc.
UA,709,EWR,MIA,United Air Lines Inc.
B6,718,JFK,BOS,JetBlue Airways
UA,558,EWR,CLE,United Air Lines Inc.
EV,4326,EWR,CLT,ExpressJet Airlines Inc.
EV,4700,EWR,CLT,ExpressJet Airlines Inc.
MQ,4449,JFK,DCA,Envoy Air
B6,161,JFK,SMF,JetBlue Airways
AA,337,LGA,ORD,American Airlines Inc.
EV,4998,LGA,MCI,ExpressJet Airlines Inc.
B6,1069,JFK,AUS,JetBlue Airways
UA,1665,EWR,LAX,United Air Lines Inc.
EV,5148,LGA,CVG,ExpressJet Airlines Inc.
EV,4087,EWR,IND,ExpressJet Airlines Inc.
DL,1345,JFK,PHX,Delta Air Lines Inc.
9E,3579,JFK,IND,Endeavor Air Inc.
AA,119,EWR,LAX,American Airlines Inc.
WN,3037,EWR,BWI,Southwest Airlines Co.
B6,1069,JFK,AUS,JetBlue Airways
MQ,4607,LGA,CMH,Envoy Air
DL,1705,LGA,MSY,Delta Air Lines Inc.
AA,345,LGA,ORD,American Airlines Inc.
DL,1331,LGA,MIA,Delta Air Lines Inc.
EV,4714,EWR,CLT,ExpressJet Airlines Inc.
EV,4380,EWR,MSP,ExpressJet Airlines Inc.
MQ,3363,JFK,RDU,Envoy Air
US,373,JFK,CLT,US Airways Inc.
DL,161,JFK,MIA,Delta Air Lines Inc.
UA,15,EWR,HNL,United Air Lines Inc.
MQ,3407,LGA,CMH,Envoy Air
AA,2019,LGA,STL,American Airlines Inc.
EV,5157,LGA,CVG,ExpressJet Airlines Inc.
DL,1705,LGA,MSY,Delta Air Lines Inc.
9E,3635,JFK,BWI,Endeavor Air Inc.
B6,905,JFK,ORD,JetBlue Airways
9E,3327,JFK,RDU,Endeavor Air Inc.
AA,883,EWR,DFW,American Airlines Inc.
US,2191,LGA,DCA,US Airways Inc.
UA,1654,EWR,SAN,United Air Lines Inc.
UA,1591,EWR,IAH,United Air Lines Inc.
MQ,4404,JFK,RDU,Envoy Air
MQ,4610,LGA,ATL,Envoy Air
AA,331,LGA,ORD,American Airlines Inc.
9E,4213,LGA,RIC,Endeavor Air Inc.
B6,1172,EWR,BOS,JetBlue Airways
EV,5712,JFK,IAD,ExpressJet Airlines Inc.
EV,3257,EWR,JAX,ExpressJet Airlines Inc.
UA,511,EWR,LAS,United Air Lines Inc.
MQ,3230,JFK,DCA,Envoy Air
EV,4537,EWR,MEM,ExpressJet Airlines Inc.
UA,343,LGA,DEN,United Air Lines Inc.
AA,329,LGA,ORD,American Airlines Inc.
UA,1259,LGA,IAH,United Air Lines Inc.
F9,837,LGA,DEN,Frontier Airlines Inc.
B6,905,JFK,ORD,JetBlue Airways
B6,327,EWR,MCO,JetBlue Airways
UA,1142,EWR,BOS,United Air Lines Inc.
AA,119,EWR,LAX,American Airlines Inc.
UA,1705,EWR,ORD,United Air Lines Inc.
DL,1174,LGA,PBI,Delta Air Lines Inc.
DL,831,LGA,DTW,Delta Air Lines Inc.
DL,831,LGA,DTW,Delta Air Lines Inc.
UA,1116,EWR,BOS,United Air Lines Inc.
EV,4178,EWR,STL,ExpressJet Airlines Inc.
DL,1547,LGA,ATL,Delta Air Lines Inc.
DL,1164,JFK,BOS,Delta Air Lines Inc.
EV,5795,EWR,CLT,ExpressJet Airlines Inc.
B6,25,JFK,FLL,JetBlue Airways
WN,218,LGA,MKE,Southwest Airlines Co.
B6,49,JFK,PBI,JetBlue Airways
DL,1647,LGA,ATL,Delta Air Lines Inc.
B6,1191,JFK,ACK,JetBlue Airways
AA,1837,LGA,MIA,American Airlines Inc.
9E,4178,JFK,ROC,Endeavor Air Inc.
DL,1131,LGA,DTW,Delta Air Lines Inc.
UA,161,JFK,LAX,United Air Lines Inc.
9E,4065,LGA,SDF,Endeavor Air Inc.
EV,5819,EWR,MHT,ExpressJet Airlines Inc.
EV,4104,EWR,BNA,ExpressJet Airlines Inc.
EV,4269,EWR,IAD,ExpressJet Airlines Inc.
EV,4974,LGA,BNA,ExpressJet Airlines Inc.
B6,917,JFK,ORD,JetBlue Airways
UA,334,EWR,TPA,United Air Lines Inc.
9E,3525,LGA,SYR,Endeavor Air Inc.
B6,1634,JFK,BTV,JetBlue Airways
9E,3443,JFK,MCI,Endeavor Air Inc.
DL,83,JFK,FLL,Delta Air Lines Inc.
EV,5795,EWR,BTV,ExpressJet Airlines Inc.
EV,4536,EWR,CVG,ExpressJet Airlines Inc.
DL,420,JFK,LAS,Delta Air Lines Inc.
EV,6120,LGA,CLE,ExpressJet Airlines Inc.
B6,915,JFK,SFO,JetBlue Airways
VX,411,JFK,LAX,Virgin America
AA,185,JFK,LAX,American Airlines Inc.
EV,5559,EWR,DTW,ExpressJet Airlines Inc.
B6,883,JFK,MCO,JetBlue Airways
EV,4510,EWR,MKE,ExpressJet Airlines Inc.
B6,32,JFK,ROC,JetBlue Airways
AA,1751,JFK,TPA,American Airlines Inc.
MQ,3573,LGA,CMH,Envoy Air
DL,1131,LGA,DTW,Delta Air Lines Inc.
UA,1166,EWR,TPA,United Air Lines Inc.
MQ,2876,LGA,STL,Envoy Air
MQ,4425,JFK,DCA,Envoy Air
EV,4383,EWR,DTW,ExpressJet Airlines Inc.
US,2144,LGA,BOS,US Airways Inc.
US,802,EWR,CLT,US Airways Inc.
EV,5711,JFK,IAD,ExpressJet Airlines Inc.
MQ,4584,LGA,CLT,Envoy Air
MQ,4579,LGA,CLT,Envoy Air
EV,5675,EWR,CMH,ExpressJet Airlines Inc.
EV,4679,EWR,JAX,ExpressJet Airlines Inc.
DL,221,LGA,ATL,Delta Air Lines Inc.
B6,181,JFK,SAN,JetBlue Airways
B6,66,JFK,BUF,JetBlue Airways
UA,655,EWR,FLL,United Air Lines Inc.
B6,2280,EWR,BOS,JetBlue Airways
US,2134,LGA,BOS,US Airways Inc.
EV,4625,EWR,CHS,ExpressJet Airlines Inc.
WN,3845,EWR,BNA,Southwest Airlines Co.
WN,381,LGA,MKE,Southwest Airlines Co.
EV,4091,EWR,DAY,ExpressJet Airlines Inc.
B6,883,JFK,MCO,JetBlue Airways
EV,5711,JFK,IAD,ExpressJet Airlines Inc.
MQ,4605,LGA,RDU,Envoy Air
US,2177,LGA,DCA,US Airways Inc.
EV,5451,LGA,PIT,ExpressJet Airlines Inc.
B6,885,JFK,RDU,JetBlue Airways
B6,183,JFK,MCO,JetBlue Airways
EV,5977,EWR,RDU,ExpressJet Airlines Inc.
UA,1110,LGA,ORD,United Air Lines Inc.
DL,1473,LGA,MEM,Delta Air Lines Inc.
DL,1,JFK,SJU,Delta Air Lines Inc.
AA,1837,LGA,MIA,American Airlines Inc.
DL,1947,LGA,ATL,Delta Air Lines Inc.
B6,677,JFK,JAX,JetBlue Airways
US,2132,LGA,BOS,US Airways Inc.
B6,325,JFK,TPA,JetBlue Airways
UA,395,EWR,MIA,United Air Lines Inc.
UA,1522,EWR,SFO,United Air Lines Inc.
B6,15,JFK,SFO,JetBlue Airways
EV,3825,EWR,BDL,ExpressJet Airlines Inc.
EV,4085,EWR,OMA,ExpressJet Airlines Inc.
VX,415,JFK,LAX,Virgin America
B6,983,LGA,TPA,JetBlue Airways
DL,1394,JFK,PDX,Delta Air Lines Inc.
MQ,4579,LGA,CLT,Envoy Air
9E,3521,JFK,ORD,Endeavor Air Inc.
AA,759,LGA,DFW,American Airlines Inc.
DL,1779,LGA,FLL,Delta Air Lines Inc.
UA,326,EWR,PHX,United Air Lines Inc.
FL,1020,LGA,ATL,AirTran Airways Corporation
VX,27,JFK,SFO,Virgin America
MQ,4418,JFK,DCA,Envoy Air
UA,766,JFK,SFO,United Air Lines Inc.
AA,2041,JFK,MIA,American Airlines Inc.
EV,4412,EWR,BUF,ExpressJet Airlines Inc.
UA,809,EWR,BOS,United Air Lines Inc.
VX,415,JFK,LAX,Virgin America
B6,927,EWR,MCO,JetBlue Airways
UA,314,JFK,LAX,United Air Lines Inc.
B6,1010,JFK,BOS,JetBlue Airways
EV,5712,JFK,IAD,ExpressJet Airlines Inc.
WN,3,EWR,DEN,Southwest Airlines Co.
UA,743,EWR,LAX,United Air Lines Inc.
DL,1473,LGA,MEM,Delta Air Lines Inc.
EV,4210,EWR,BTV,ExpressJet Airlines Inc.
DL,2231,LGA,DTW,Delta Air Lines Inc.
DL,1131,LGA,DTW,Delta Air Lines Inc.
DL,1485,LGA,MCO,Delta Air Lines Inc.
B6,12,JFK,SYR,JetBlue Airways
B6,1004,JFK,BOS,JetBlue Airways
9E,3970,LGA,GRR,Endeavor Air Inc.
EV,4305,EWR,ROC,ExpressJet Airlines Inc.
MQ,4658,LGA,ATL,Envoy Air
B6,411,JFK,LAS,JetBlue Airways
DL,1344,LGA,MCI,Delta Air Lines Inc.
AA,1171,LGA,DFW,American Airlines Inc.
UA,771,JFK,LAX,United Air Lines Inc.
EV,4171,EWR,MSN,ExpressJet Airlines Inc.
UA,1417,EWR,PBI,United Air Lines Inc.
B6,2680,EWR,BOS,JetBlue Airways
UA,1175,EWR,RSW,United Air Lines Inc.
UA,1684,EWR,MIA,United Air Lines Inc.
DL,1915,JFK,SEA,Delta Air Lines Inc.
B6,523,EWR,MCO,JetBlue Airways
AA,313,LGA,ORD,American Airlines Inc.
DL,95,JFK,LAX,Delta Air Lines Inc.
UA,792,EWR,LAS,United Air Lines Inc.
AA,2351,JFK,MIA,American Airlines Inc.
DL,575,EWR,ATL,Delta Air Lines Inc.
DL,2319,LGA,MSP,Delta Air Lines Inc.
UA,357,LGA,IAH,United Air Lines Inc.
DL,517,EWR,MSP,Delta Air Lines Inc.
UA,771,JFK,LAX,United Air Lines Inc.
EV,5220,LGA,ROC,ExpressJet Airlines Inc.
B6,987,JFK,MCO,JetBlue Airways
UA,1683,EWR,CLE,United Air Lines Inc.
UA,1256,EWR,SFO,United Air Lines Inc.
UA,593,EWR,MCO,United Air Lines Inc.
EV,5475,LGA,TVC,ExpressJet Airlines Inc.
MQ,3565,LGA,CLT,Envoy Air
US,2179,LGA,DCA,US Airways Inc.
B6,1191,JFK,ACK,JetBlue Airways
9E,4027,EWR,CVG,Endeavor Air Inc.
DL,2159,JFK,MCO,Delta Air Lines Inc.
UA,1482,EWR,PHX,United Air Lines Inc.
B6,116,JFK,SYR,JetBlue Airways
EV,4373,EWR,GSO,ExpressJet Airlines Inc.
DL,83,JFK,MIA,Delta Air Lines Inc.
AA,1160,LGA,MIA,American Airlines Inc.
FL,354,LGA,CAK,AirTran Airways Corporation
EV,5299,LGA,MEM,ExpressJet Airlines Inc.
US,2191,LGA,DCA,US Airways Inc.
DL,2042,EWR,ATL,Delta Air Lines Inc.
B6,2,JFK,BUF,JetBlue Airways
US,375,EWR,CLT,US Airways Inc.
EV,4658,EWR,GSO,ExpressJet Airlines Inc.
UA,697,EWR,IAH,United Air Lines Inc.
B6,703,JFK,SJU,JetBlue Airways
EV,4638,EWR,CVG,ExpressJet Airlines Inc.
B6,629,JFK,HOU,JetBlue Airways
B6,703,JFK,SJU,JetBlue Airways
EV,5231,LGA,STL,ExpressJet Airlines Inc.
UA,486,EWR,LAS,United Air Lines Inc.
FL,349,LGA,ATL,AirTran Airways Corporation
9E,3325,JFK,DFW,Endeavor Air Inc.
AA,2223,LGA,STL,American Airlines Inc.
MQ,3363,JFK,RDU,Envoy Air
MQ,4540,LGA,DTW,Envoy Air
AA,1223,EWR,DFW,American Airlines Inc.
AA,3,JFK,LAX,American Airlines Inc.
UA,508,LGA,IAH,United Air Lines Inc.
DL,2347,LGA,ATL,Delta Air Lines Inc.
B6,165,JFK,PDX,JetBlue Airways
9E,3459,JFK,BNA,Endeavor Air Inc.
MQ,3216,JFK,ORF,Envoy Air
EV,4129,EWR,DCA,ExpressJet Airlines Inc.
EV,5092,EWR,ATL,ExpressJet Airlines Inc.
UA,1120,EWR,SFO,United Air Lines Inc.
DL,17,JFK,LAX,Delta Air Lines Inc.
US,2189,LGA,DCA,US Airways Inc.
EV,4424,EWR,RDU,ExpressJet Airlines Inc.
B6,4,JFK,BUF,JetBlue Airways
MQ,3526,LGA,CMH,Envoy Air
9E,2902,JFK,BOS,Endeavor Air Inc.
EV,5711,JFK,IAD,ExpressJet Airlines Inc.
B6,139,JFK,RSW,JetBlue Airways
UA,1142,EWR,BOS,United Air Lines Inc.
UA,1003,EWR,MCO,United Air Lines Inc.
B6,1403,JFK,SJU,JetBlue Airways
MQ,2949,JFK,BNA,Envoy Air
UA,1502,EWR,IAH,United Air Lines Inc.
EV,3267,EWR,BTV,ExpressJet Airlines Inc.
9E,3317,JFK,BUF,Endeavor Air Inc.
9E,3932,EWR,CVG,Endeavor Air Inc.
B6,117,JFK,MSY,JetBlue Airways
B6,23,JFK,LAX,JetBlue Airways
B6,547,EWR,PBI,JetBlue Airways
MQ,3694,EWR,ORD,Envoy Air
VX,11,JFK,SFO,Virgin America
UA,1281,EWR,SFO,United Air Lines Inc.
9E,3433,JFK,PIT,Endeavor Air Inc.
AA,353,LGA,ORD,American Airlines Inc.
EV,4667,EWR,MSP,ExpressJet Airlines Inc.
AA,1697,JFK,MIA,American Airlines Inc.
AA,177,JFK,SFO,American Airlines Inc.
EV,4229,EWR,BUF,ExpressJet Airlines Inc.
MQ,4475,LGA,RDU,Envoy Air
EV,3830,EWR,RIC,ExpressJet Airlines Inc.
MQ,3783,JFK,CMH,Envoy Air
UA,279,EWR,PHX,United Air Lines Inc.
DL,2599,JFK,BOS,Delta Air Lines Inc.
EV,3845,EWR,BWI,ExpressJet Airlines Inc.
B6,677,JFK,LAX,JetBlue Airways
US,2191,LGA,DCA,US Airways Inc.
UA,1216,EWR,SJU,United Air Lines Inc.
B6,1161,LGA,PBI,JetBlue Airways
B6,1176,EWR,BOS,JetBlue Airways
UA,1219,EWR,DFW,United Air Lines Inc.
9E,3542,JFK,MSP,Endeavor Air Inc.
US,1958,LGA,CLT,US Airways Inc.
WN,504,EWR,MDW,Southwest Airlines Co.
9E,3538,JFK,MSP,Endeavor Air Inc.
US,1711,LGA,CLT,US Airways Inc.
AA,301,LGA,ORD,American Airlines Inc.
UA,1214,EWR,SFO,United Air Lines Inc.
AA,2267,LGA,MIA,American Airlines Inc.
B6,1783,JFK,MCO,JetBlue Airways
UA,592,EWR,LAX,United Air Lines Inc.
UA,1078,EWR,SAT,United Air Lines Inc.
AA,257,JFK,LAS,American Airlines Inc.
9E,3472,JFK,DTW,Endeavor Air Inc.
B6,83,JFK,SEA,JetBlue Airways
AA,337,LGA,ORD,American Airlines Inc.
UA,1166,EWR,TPA,United Air Lines Inc.
DL,1847,LGA,ATL,Delta Air Lines Inc.
US,2181,LGA,DCA,US Airways Inc.
B6,63,JFK,SEA,JetBlue Airways
EV,4978,LGA,CLT,ExpressJet Airlines Inc.
MQ,3660,LGA,BNA,Envoy Air
UA,1222,EWR,LAS,United Air Lines Inc.
EV,5199,LGA,CHS,ExpressJet Airlines Inc.
B6,411,JFK,LAS,JetBlue Airways
B6,323,JFK,LAX,JetBlue Airways
US,629,JFK,PHX,US Airways Inc.
9E,3318,JFK,BUF,Endeavor Air Inc.
B6,2002,JFK,BUF,JetBlue Airways
DL,1616,JFK,SEA,Delta Air Lines Inc.
DL,1443,JFK,SEA,Delta Air Lines Inc.
EV,4636,EWR,DCA,ExpressJet Airlines Inc.
US,2167,LGA,DCA,US Airways Inc.
AA,1711,JFK,ORD,American Airlines Inc.
B6,301,JFK,FLL,JetBlue Airways
EV,5157,LGA,CVG,ExpressJet Airlines Inc.
MQ,4404,JFK,RDU,Envoy Air
UA,1739,EWR,RSW,United Air Lines Inc.
UA,1439,EWR,LAX,United Air Lines Inc.
UA,1687,EWR,IAH,United Air Lines Inc.
B6,1271,LGA,FLL,JetBlue Airways
B6,179,JFK,PHX,JetBlue Airways
MQ,3386,JFK,DCA,Envoy Air
EV,3821,EWR,DTW,ExpressJet Airlines Inc.
UA,1216,EWR,SJU,United Air Lines Inc.
DL,847,LGA,ATL,Delta Air Lines Inc.
B6,1801,JFK,FLL,JetBlue Airways
AA,715,LGA,DFW,American Airlines Inc.
9E,3941,LGA,CVG,Endeavor Air Inc.
AA,2314,JFK,BOS,American Airlines Inc.
MQ,3486,LGA,BNA,Envoy Air
9E,3540,JFK,MSP,Endeavor Air Inc.
B6,215,EWR,SJU,JetBlue Airways
9E,3542,JFK,MSP,Endeavor Air Inc.
UA,685,EWR,SEA,United Air Lines Inc.
DL,935,EWR,ATL,Delta Air Lines Inc.
US,2114,LGA,BOS,US Airways Inc.
DL,245,JFK,PHX,Delta Air Lines Inc.
MQ,3669,LGA,ATL,Envoy Air
EV,4092,EWR,DAY,ExpressJet Airlines Inc.
MQ,3359,JFK,RDU,Envoy Air
F9,837,LGA,DEN,Frontier Airlines Inc.
B6,483,JFK,MCO,JetBlue Airways
WN,3962,LGA,MDW,Southwest Airlines Co.
EV,4087,EWR,PWM,ExpressJet Airlines Inc.
UA,459,EWR,PHX,United Air Lines Inc.
UA,1003,EWR,IAH,United Air Lines Inc.
B6,318,JFK,BOS,JetBlue Airways
B6,477,JFK,JAX,JetBlue Airways
AA,1895,EWR,MIA,American Airlines Inc.
UA,799,EWR,FLL,United Air Lines Inc.
UA,647,EWR,MCO,United Air Lines Inc.
EV,4252,EWR,MKE,ExpressJet Airlines Inc.
UA,1255,EWR,ORD,United Air Lines Inc.
VX,161,EWR,LAX,Virgin America
DL,1565,JFK,SFO,Delta Air Lines Inc.
UA,1109,EWR,MCO,United Air Lines Inc.
B6,1783,JFK,MCO,JetBlue Airways
MQ,4521,LGA,RDU,Envoy Air
DL,485,EWR,ATL,Delta Air Lines Inc.
EV,4294,EWR,SAV,ExpressJet Airlines Inc.
UA,1481,EWR,BOS,United Air Lines Inc.
F9,507,LGA,DEN,Frontier Airlines Inc.
WN,909,EWR,MDW,Southwest Airlines Co.
UA,424,EWR,BOS,United Air Lines Inc.
AA,743,LGA,DFW,American Airlines Inc.
EV,4294,EWR,SAV,ExpressJet Airlines Inc.
WN,4453,LGA,MKE,Southwest Airlines Co.
9E,3826,JFK,CHS,Endeavor Air Inc.
AA,85,JFK,SFO,American Airlines Inc.
MQ,3792,JFK,DCA,Envoy Air
UA,797,JFK,LAX,United Air Lines Inc.
EV,5242,LGA,GSO,ExpressJet Airlines Inc.
UA,1280,LGA,IAH,United Air Lines Inc.
US,373,JFK,CLT,US Airways Inc.
B6,885,JFK,RDU,JetBlue Airways
AA,1709,LGA,MIA,American Airlines Inc.
UA,543,EWR,RSW,United Air Lines Inc.
UA,1228,EWR,SAN,United Air Lines Inc.
DL,161,JFK,MIA,Delta Air Lines Inc.
AA,1131,LGA,DFW,American Airlines Inc.
WN,254,LGA,MDW,Southwest Airlines Co.
UA,426,EWR,MIA,United Air Lines Inc.
UA,397,JFK,SFO,United Air Lines Inc.
US,721,EWR,CLT,US Airways Inc.
AA,1762,JFK,BOS,American Airlines Inc.
EV,5298,LGA,OMA,ExpressJet Airlines Inc.
DL,1529,JFK,LAS,Delta Air Lines Inc.
DL,1629,JFK,LAS,Delta Air Lines Inc.
UA,274,EWR,LAX,United Air Lines Inc.
US,2191,LGA,DCA,US Airways Inc.
MQ,3985,JFK,CVG,Envoy Air
UA,682,EWR,IAH,United Air Lines Inc.
DL,1685,LGA,MCO,Delta Air Lines Inc.
B6,43,JFK,MCO,JetBlue Airways
B6,15,JFK,SFO,JetBlue Airways
US,2142,LGA,BOS,US Airways Inc.
US,2193,LGA,DCA,US Airways Inc.
EV,4667,EWR,MSP,ExpressJet Airlines Inc.
US,2177,LGA,DCA,US Airways Inc.
AA,59,JFK,SFO,American Airlines Inc.
B6,1101,JFK,FLL,JetBlue Airways
VX,415,JFK,LAX,Virgin America
9E,3439,JFK,CVG,Endeavor Air Inc.
DL,269,JFK,MIA,Delta Air Lines Inc.
UA,424,EWR,BOS,United Air Lines Inc.
EV,4187,EWR,BNA,ExpressJet Airlines Inc.
UA,1039,EWR,AUS,United Air Lines Inc.
WN,404,LGA,MKE,Southwest Airlines Co.
AA,1357,JFK,SJU,American Airlines Inc.
B6,1371,LGA,FLL,JetBlue Airways
UA,1078,EWR,SAT,United Air Lines Inc.
UA,742,EWR,LAX,United Air Lines Inc.
EV,4333,EWR,TUL,ExpressJet Airlines Inc.
DL,1322,JFK,SFO,Delta Air Lines Inc.
UA,471,EWR,RSW,United Air Lines Inc.
EV,5091,LGA,PIT,ExpressJet Airlines Inc.
DL,161,JFK,SEA,Delta Air Lines Inc.
UA,994,EWR,BOS,United Air Lines Inc.
DL,1942,EWR,ATL,Delta Air Lines Inc.
UA,421,EWR,SFO,United Air Lines Inc.
MQ,4517,LGA,CRW,Envoy Air
9E,3579,LGA,IAD,Endeavor Air Inc.
DL,1743,JFK,ATL,Delta Air Lines Inc.
B6,116,JFK,SYR,JetBlue Airways
MQ,4619,LGA,ATL,Envoy Air
EV,5172,EWR,DTW,ExpressJet Airlines Inc.
US,186,EWR,PHX,US Airways Inc.
B6,71,JFK,SLC,JetBlue Airways
UA,1657,LGA,ORD,United Air Lines Inc.
UA,475,EWR,SAN,United Air Lines Inc.
UA,210,EWR,LAS,United Air Lines Inc.
DL,17,JFK,LAX,Delta Air Lines Inc.
DL,2119,LGA,MSP,Delta Air Lines Inc.
DL,269,JFK,MIA,Delta Air Lines Inc.
UA,385,EWR,BOS,United Air Lines Inc.
EV,4193,EWR,MSP,ExpressJet Airlines Inc.
US,1491,LGA,CLT,US Airways Inc.
EV,4709,EWR,RDU,ExpressJet Airlines Inc.
DL,2285,LGA,MCO,Delta Air Lines Inc.
DL,83,JFK,MIA,Delta Air Lines Inc.
B6,8,JFK,PWM,JetBlue Airways
DL,951,JFK,ATL,Delta Air Lines Inc.
UA,690,EWR,FLL,United Air Lines Inc.
US,2132,LGA,BOS,US Airways Inc.
B6,1407,JFK,IAD,JetBlue Airways
UA,1649,LGA,IAH,United Air Lines Inc.
UA,1047,EWR,DEN,United Air Lines Inc.
9E,3317,JFK,BUF,Endeavor Air Inc.
DL,1271,JFK,FLL,Delta Air Lines Inc.
B6,679,JFK,LAX,JetBlue Airways
EV,4963,EWR,MSP,ExpressJet Airlines Inc.
B6,2380,EWR,BOS,JetBlue Airways
DL,1231,LGA,DTW,Delta Air Lines Inc.
EV,4333,EWR,TUL,ExpressJet Airlines Inc.
B6,602,JFK,PWM,JetBlue Airways
DL,2147,LGA,ATL,Delta Air Lines Inc.
DL,1544,EWR,DTW,Delta Air Lines Inc.
MQ,2789,LGA,CLT,Envoy Air
EV,4645,EWR,JAX,ExpressJet Airlines Inc.
9E,3367,JFK,CVG,Endeavor Air Inc.
UA,1265,EWR,BOS,United Air Lines Inc.
B6,85,JFK,FLL,JetBlue Airways
UA,1158,EWR,MIA,United Air Lines Inc.
UA,350,EWR,TPA,United Air Lines Inc.
UA,356,EWR,PDX,United Air Lines Inc.
UA,764,EWR,IAH,United Air Lines Inc.
UA,1672,EWR,MCO,United Air Lines Inc.
VX,27,JFK,SFO,Virgin America
UA,1053,EWR,CLE,United Air Lines Inc.
B6,1013,JFK,LGB,JetBlue Airways
DL,1415,JFK,SLC,Delta Air Lines Inc.
EV,5679,EWR,CMH,ExpressJet Airlines Inc.
EV,4495,EWR,SAV,ExpressJet Airlines Inc.
UA,996,EWR,LAX,United Air Lines Inc.
EV,4352,EWR,CVG,ExpressJet Airlines Inc.
WN,1238,LGA,MDW,Southwest Airlines Co.
B6,391,LGA,MCO,JetBlue Airways
MQ,3404,LGA,RDU,Envoy Air
DL,1715,LGA,MSY,Delta Air Lines Inc.
WN,1964,LGA,MKE,Southwest Airlines Co.
DL,807,EWR,ATL,Delta Air Lines Inc.
B6,486,JFK,ROC,JetBlue Airways
EV,3821,EWR,STL,ExpressJet Airlines Inc.
DL,2142,EWR,ATL,Delta Air Lines Inc.
MQ,4601,LGA,BNA,Envoy Air
UA,1626,EWR,SAN,United Air Lines Inc.
B6,1843,EWR,PBI,JetBlue Airways
B6,739,JFK,PSE,JetBlue Airways
